"Jahr","Swiss GHD DOY","Mittlere April-Juli-Temperatur","11-jährig gleitendes Temperaturmittel","oberer doppelter Standard-Temperaturschätzfehler","unterer doppelter Standard-Temperaturschätzfehler"
1520,278,1.321,0.691199999999999,1.6912,-0.308800000000001
1521,277,1.415,0.803999999999999,1.804,-0.196000000000001
1522,294,-0.183,0.484399999999999,1.4844,-0.515600000000001
1523,285,0.663,0.371599999999999,1.3716,-0.628400000000001
1524,287,0.474999999999998,0.155399999999999,1.1554,-0.844600000000001
1525,NA,NA,0.174199999999999,1.1742,-0.825800000000001
1526,284,0.756999999999998,-0.0420000000000009,0.957999999999999,-1.042
1527,310,-1.687,-0.20388888888889,0.79611111111111,-1.20388888888889
1528,292,0.004999999999999,-0.183000000000001,0.816999999999999,-1.183
1529,306,-1.311,-0.130777777777779,0.869222222222221,-1.13077777777778
1530,289,0.286999999999999,-0.130777777777779,0.869222222222221,-1.13077777777778
1531,301,-0.841000000000001,-0.130777777777779,0.869222222222221,-1.13077777777778
1532,NA,NA,-0.241750000000001,0.758249999999999,-1.24175
1533,292,0.004999999999999,0.239999999999999,1.24,-0.760000000000001
1534,280,1.133,0.345749999999999,1.34575,-0.654250000000001
1535,287,0.474999999999998,1.2975,2.2975,0.297499999999999
1536,NA,NA,1.44185714285714,2.44185714285714,0.441857142857142
1537,NA,NA,1.18671428571428,2.18671428571428,0.186714285714285
1538,269,2.167,0.944999999999999,1.945,-0.0550000000000006
1539,283,0.850999999999999,0.909749999999999,1.90975,-0.0902500000000006
1540,225,6.303,0.88625,1.88625,-0.11375
1541,NA,NA,0.93325,1.93325,-0.0667500000000003
1542,320,-2.627,0.725666666666666,1.72566666666667,-0.274333333333334
1543,300,-0.747,0.644199999999999,1.6442,-0.355800000000001
1544,295,-0.277000000000001,0.540799999999999,1.5408,-0.459200000000001
1545,282,0.945,0.4374,1.4374,-0.5626
1546,283,0.850999999999999,-0.126600000000001,0.8734,-1.1266
1547,302,-0.935000000000002,0.00499999999999933,1.005,-0.995000000000001
1548,293,-0.0890000000000022,0.261363636363635,1.26136363636364,-0.738636363636365
1549,280,1.133,0.406636363636363,1.40663636363636,-0.593363636363637
1550,294,-0.183,0.389545454545454,1.38954545454545,-0.610454545454546
1551,285,0.663,0.526272727272726,1.52627272727273,-0.473727272727274
1552,278,1.321,0.466454545454544,1.46645454545454,-0.533545454545456
1553,290,0.192999999999998,0.628818181818181,1.62881818181818,-0.371181818181819
1554,283,0.850999999999999,0.799727272727272,1.79972727272727,-0.200272727272728
1555,297,-0.465,0.731363636363636,1.73136363636364,-0.268636363636364
1556,266,2.449,0.876636363636363,1.87663636363636,-0.123363636363637
1557,290,0.192999999999998,0.919363636363635,1.91936363636364,-0.0806363636363646
1558,283,0.850999999999999,0.765545454545454,1.76554545454545,-0.234454545454546
1559,273,1.791,0.765545454545454,1.76554545454545,-0.234454545454546
1560,288,0.381,0.714272727272726,1.71427272727273,-0.285727272727274
1561,277,1.415,0.868090909090908,1.86809090909091,-0.131909090909092
1562,280,1.133,0.722818181818181,1.72281818181818,-0.277181818181819
1563,296,-0.371000000000002,0.688636363636363,1.68863636363636,-0.311363636363637
1564,290,0.192999999999998,0.577545454545454,1.57754545454545,-0.422454545454546
1565,289,0.286999999999999,0.338272727272726,1.33827272727273,-0.661727272727274
1566,279,1.227,0.449363636363635,1.44936363636364,-0.550636363636365
1567,283,0.850999999999999,0.398090909090908,1.39809090909091,-0.601909090909092
1568,294,-0.183,0.158818181818181,1.15881818181818,-0.84118181818182
1569,296,-0.371000000000002,0.235727272727271,1.23572727272727,-0.764272727272729
1570,301,-0.841000000000001,0.244272727272726,1.24427272727273,-0.755727272727274
1571,275,1.603,0.167363636363635,1.16736363636364,-0.832636363636365
1572,283,0.850999999999999,0.039181818181817,1.03918181818182,-0.960818181818183
1573,308,-1.499,-0.0291818181818193,0.970818181818181,-1.02918181818182
1574,287,0.474999999999998,-0.114636363636365,0.885363636363635,-1.11463636363636
1575,289,0.286999999999999,-0.0377272727272739,0.962272727272726,-1.03772727272727
1576,298,-0.559000000000001,0.056272727272726,1.05627272727273,-0.943727272727274
1577,294,-0.183,-0.0120909090909103,0.98790909090909,-1.01209090909091
1578,291,0.0990000000000002,0.0477272727272716,1.04772727272727,-0.952272727272728
1579,304,-1.123,0.261363636363635,1.26136363636364,-0.738636363636365
1580,287,0.474999999999998,0.192999999999999,1.193,-0.807000000000001
1581,290,0.192999999999998,0.201545454545454,1.20154545454545,-0.798454545454546
1582,283,0.850999999999999,0.133181818181818,1.13318181818182,-0.866818181818182
1583,276,1.509,0.150272727272727,1.15027272727273,-0.849727272727274
1584,283,0.850999999999999,0.155399999999999,1.1554,-0.844600000000001
1585,295,-0.277000000000001,0.418599999999999,1.4186,-0.581400000000001
1586,288,0.381,0.362199999999999,1.3622,-0.637800000000001
1587,306,-1.311,0.24,1.24,-0.76
1588,292,0.004999999999999,0.1084,1.1084,-0.8916
1589,NA,NA,-0.126600000000001,0.8734,-1.1266
1590,276,1.509,-0.192400000000001,0.807599999999999,-1.1924
1591,293,-0.0890000000000022,-0.248800000000001,0.751199999999999,-1.2488
1592,303,-1.029,-0.380400000000001,0.619599999999999,-1.3804
1593,297,-0.465,-0.183000000000001,0.816999999999999,-1.183
1594,301,-0.841000000000001,0.004999999999999,1.005,-0.995000000000001
1595,290,0.192999999999998,-0.114636363636365,0.885363636363635,-1.11463636363636
1596,301,-0.841000000000001,-0.311181818181819,0.688818181818181,-1.31118181818182
1597,302,-0.935000000000002,-0.259909090909092,0.740090909090908,-1.25990909090909
1598,285,0.663,-0.0804545454545466,0.919545454545453,-1.08045454545455
1599,272,1.885,0.039181818181817,1.03918181818182,-0.960818181818183
1600,306,-1.311,0.201545454545453,1.20154545454545,-0.798454545454547
1601,299,-0.653000000000002,0.124636363636363,1.12463636363636,-0.875363636363637
1602,287,0.474999999999998,0.218636363636362,1.21863636363636,-0.781363636363638
1603,282,0.945,0.261363636363635,1.26136363636364,-0.738636363636365
1604,283,0.850999999999999,0.210090909090908,1.21009090909091,-0.789909090909092
1605,282,0.945,0.141727272727272,1.14172727272727,-0.858272727272728
1606,299,-0.653000000000002,0.423727272727272,1.42372727272727,-0.576272727272728
1607,290,0.192999999999998,0.466454545454545,1.46645454545454,-0.533545454545455
1608,297,-0.465,0.415181818181818,1.41518181818182,-0.584818181818182
1609,291,0.0990000000000002,0.278454545454545,1.27845454545454,-0.721545454545455
1610,280,1.133,0.278454545454545,1.27845454545454,-0.721545454545455
1611,273,1.791,0.398090909090908,1.39809090909091,-0.601909090909092
1612,294,-0.183,0.355363636363636,1.35536363636364,-0.644636363636364
1613,293,-0.0890000000000022,0.252818181818181,1.25281818181818,-0.747181818181819
1614,298,-0.559000000000001,0.355363636363636,1.35536363636364,-0.644636363636364
1615,283,0.850999999999999,0.321181818181817,1.32118181818182,-0.678818181818183
1616,268,2.261,0.0904545454545446,1.09045454545454,-0.909545454545455
1617,304,-1.123,-0.0975454545454555,0.902454545454545,-1.09754545454546
1618,302,-0.935000000000002,-0.0206363636363646,0.979363636363635,-1.02063636363636
1619,285,0.663,0.133181818181817,1.13318181818182,-0.866818181818183
1620,295,-0.277000000000001,0.150272727272726,1.15027272727273,-0.849727272727274
1621,307,-1.405,0.116090909090908,1.11609090909091,-0.883909090909092
1622,295,-0.277000000000001,-0.225727272727274,0.774272727272726,-1.22572727272727
1623,285,0.663,-0.345363636363638,0.654636363636362,-1.34536363636364
1624,275,1.603,-0.157363636363637,0.842636363636363,-1.15736363636364
1625,296,-0.371000000000002,-0.157363636363637,0.842636363636363,-1.15736363636364
1626,287,0.474999999999998,-0.0633636363636376,0.936636363636362,-1.06336363636364
1627,308,-1.499,-0.0462727272727286,0.953727272727271,-1.04627272727273
1628,318,-2.439,-0.0633636363636376,0.936636363636362,-1.06336363636364
1629,280,1.133,-0.106090909090911,0.893909090909089,-1.10609090909091
1630,285,0.663,-0.242818181818183,0.757181818181817,-1.24281818181818
1631,284,0.756999999999998,-0.0804545454545466,0.919545454545453,-1.08045454545455
1632,305,-1.217,0.0391818181818173,1.03918181818182,-0.960818181818183
1633,297,-0.465,0.346818181818181,1.34681818181818,-0.653181818181819
1634,290,0.192999999999998,0.543363636363635,1.54336363636364,-0.456636363636365
1635,291,0.0990000000000002,0.415181818181817,1.41518181818182,-0.584818181818183
1636,277,1.415,0.321181818181817,1.32118181818182,-0.678818181818183
1637,273,1.791,0.124636363636363,1.12463636363636,-0.875363636363637
1638,272,1.885,0.17590909090909,1.17590909090909,-0.82409090909091
1639,295,-0.277000000000001,0.312636363636362,1.31263636363636,-0.687363636363638
1640,295,-0.277000000000001,0.380999999999999,1.381,-0.619000000000001
1641,296,-0.371000000000002,0.389545454545453,1.38954545454545,-0.610454545454547
1642,307,-1.405,0.286999999999999,1.287,-0.713000000000001
1643,299,-0.653000000000002,0.0904545454545439,1.09045454545454,-0.909545454545456
1644,281,1.039,-0.183000000000001,0.816999999999999,-1.183
1645,282,0.945,-0.208636363636365,0.791363636363635,-1.20863636363637
1646,290,0.192999999999998,-0.131727272727274,0.868272727272726,-1.13172727272727
1647,289,0.286999999999999,-0.114636363636365,0.885363636363635,-1.11463636363636
1648,296,-0.371000000000002,0.150272727272726,1.15027272727273,-0.849727272727274
1649,304,-1.123,0.158818181818181,1.15881818181818,-0.841181818181819
